"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-02-16","1","0.4","280","0.15","<0.05","<1","<1","15","<1","<50","<0.1","2","<10","0.7","<1","41","<1","<0.01","96","9","26000","0.017","0.2","<0.01","200","<1","40","<1","<2","<1","0.26","0.004","<0.5","0.018","7","0.8","0","23","<1","<0.02","3","<1","0.18","<1","0.02","66","29","6.5","<2","18.4","10","26000"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-03-22","1","2.4","90","0.069","<0.05","<1","<1","8","<1","<50","<0.1","3","<10","0.6","<1","44","<1","<0.01","103","8.8","3000","0.012","0.2","<0.01","180","1","60","<1","<2","<1","0.17","0.005","<0.5","0.027","7.1","0.4","0","23","<1","<0.02","6","<1","0.46","<1","0.33","54","8.5","12.7","<2","23.4","10","1500"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-04-23","1","5.2","150","0.37","<0.05","<1","<1","8","<1","<50","<0.1","4","<10","0.4","<1","32","<1","<0.01","94","7.7","74000","0.017","<0.2","<0.01","190","<1","50","<1","<2","<1","0.23","<0.002","<0.5","0.1","7.3","<0.2","0","19","<1","<0.02","10","<1","0.79","2","0.15","76","24","13.6","<2","25.5","<10","39000"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-05-24","1","0.3","70","0.033","<0.05","<1","<1","8","<1","<50","0.1","3","<10","2.4","<1","44","<1","<0.01","100","8","3500","0.046","<0.2","<0.01","350","<1","60","<1","<2","<1","0.2","<0.002","<0.5","0.005","6.9","1.3","0","19","<1","<0.02","8.4","<1","0.07","<1","<0.02","73","31","11.1","<2","27","20","1200"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-06-25","1","1.9","<50","0.54","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","5.5","<1","49","<1","<0.01","97","7.5","110000","0.066","<0.2","<0.01","240","<1","70","<1","<2","<1","0.21","<0.002","<0.5","0.059","7","1.1","0","19","<1","<0.02","14","<1","0.94","1","0.15","64","28","14.6","<2","28.3","<10","100000"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-07-13","1","2","60","0.67","<0.05","<1","<1","6","<1","<50","<0.1","6","<10","1.3","<1","57","4","<0.01","101","7.7","49000","0.03","<0.2","<0.01","410","1","80","<1","<2","<1","0.18","0.002","<0.5","0.087","7.5","0.9","0","20","<1","<0.02","10","<1","1.2","1","0.15","80","26","17.6","<2","29.2","10","46000"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-08-03","1","0.3","80","0.1","<0.05","<1","<1","7","<1","<50","<0.1","2","<10","2.2","<1","46","<1","<0.01","97","7.6","15000","0.082","<0.2","<0.01","420","2","70","<1","<2","<1","0.21","0.003","<0.5","0.006","6.5","0.3","0","18","<1","<0.02","20","<1","0.24","1","0.03","86","17","17.6","<2","27.5","<10","10000"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-09-17","1","0.5","150","0.029","<0.05","<1","<1","7","<1","<50","<0.1","5","<10","8.1","<1","42","<1","<0.01","115","9","19000","0.044","<0.2","<0.01","360","2","50","<1","<2","<1","0.14","0.002","<0.5","0.007","7.4","2.3","0","20","<1","<0.02","6.1","<1","0.2","<1","0.02","56","26","8.4","<2","27.8","50","3600"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-10-08","1","0.7","150","0.013","<0.05","<1","<1","13","<1","<50","<0.1","8","<10","12","<1","42","<1","<0.01","108","8.6","6600","0.108","<0.2","<0.01","240","<1","30","<1","<2","<1","0.14","0.007","<0.5","0.005","6.9","0.5","0","21","<1","<0.02","5.6","<1","0.17","2","<0.02","42","16","6.1","<2","27.3","<10","2400"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-11-07","1","0.7","160","0.092","<0.5","<1","<1","6","<1","<50","<0.1","5","<10","3.3","<1","49","<1","<0.01","103","8.9","21","0.023","0.2","<0.01","160","1","30","<1","<2","<1","0.22","0.004","1.8","0.045","6.9","1.7","0","21","<1","<0.02","3.2","<1","0.55","1","0.06","73","23","4.9","<2","23","20","10"
"Deep Bay","Sheung Pak Nai Stream","DB5","2012-12-06","1","0.2","80","0.024","<0.05","<1","<1","5","<1","<50","<0.1","4","<10","0.5","<1","22","<1","<0.01","99","9.6","1100","0.045","<0.2","<0.01","200","<1","40","<1","<2","<1","0.24","<0.002","<0.5","0.005","7.2","0.2","0","19","<1","<0.02","3.3","<1","<0.05","<1","<0.02","53","7.5","8.7","<2","16.6","20","730"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-01-27","1","0.7","110","0.44","0.06","<1","<1","16","<1","410","<0.1","9","3600","1.7","<1","5378","2","<0.01","95","9.5","330","0.015","0.4","<0.01","390","<1","120","<1","<2","1","0.79","0.02","<0.5","0.25","6.3","0.9","3.7","16","<1","<0.02","3.8","<1","0.61","2","0.31","7200","1200","5.8","<2","14.5","30","250"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-02-16","1","1","130","0.36","<0.05","<1","<1","12","<1","<50","<0.1","7","150","1.7","<1","786","2","<0.01","91","8.4","6300","0.006","0.3","<0.01","440","2","100","<1","<2","<1","0.45","0.011","<0.5","0.35","6.7","2","0.4","18","<1","0.02","2.8","<1","0.56","2","0.42","400","110","6","<2","19","80","2800"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-03-22","1","1.3","160","0.25","<0.05","<1","<1","11","<1","300","<0.1","4","1300","1.5","<1","4819","2","<0.01","145","11.3","2200","0.003","0.4","<0.01","550","2","110","<1","2","<1","0.33","0.013","<0.5","0.28","8.1","1.3","2.5","16","<1","<0.02","10","<1","0.48","1","0.33","2800","430","12.4","<2","27.3","30","280"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-04-23","1","1.9","130","0.39","<0.05","<1","2","28","<1","1100","<0.1","13","5500","4.9","2","8603","3","<0.01","103","8.1","10000","0.004","0.5","<0.01","450","1","260","<1","5","5","1.1","0.097","<0.5","0.097","6.6","1.8","4.7","9.8","<1","<0.02","18","<1","0.73","3","0.21","12000","1900","16.7","<2","26.3","20","3600"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-05-24","1","1.6","220","0.097","0.16","<1","2","22","<1","1300","0.1","6","5500","14","3","16728","4","<0.01","104","7.8","8800","0.048","0.5","<0.01","490","2","180","<1","5","4","0.77","0.065","0.5","0.1","7.5","4.7","9.3","9.8","<1","<0.02","22","<1","0.36","2","0.13","13000","2400","19.9","2","27.4","20","3300"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-06-25","1","1.2","180","0.16","<0.05","<1","<1","13","<1","<50","0.2","11","27","4.6","<1","185","6","<0.01","86","6.7","56000","0.036","0.2","<0.01","540","26","280","<1","<2","<1","0.34","0.019","<0.5","0.063","6.9","4.9","0.1","18","<1","<0.02","150","<1","0.8","2","0.3","330","85","219.5","2","28.6","30","8000"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-07-13","1","0.9","90","0.3","<0.05","<1","<1","8","<1","<50","<0.1","4","27","1.5","<1","212","<1","<0.01","120","9","3000","0.009","0.2","<0.01","780","2","150","<1","<2","<1","0.38","0.015","0.7","0.45","7.2","1.2","0.1","19","<1","<0.02","7.9","<1","0.62","2","0.56","160","30","7.6","<2","30.5","20","360"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-08-03","1","0.3","90","0.16","<0.05","<1","<1","17","<1","380","<0.1","6","2100","3.5","<1","6413","2","<0.01","90","6.9","13000","0.045","0.3","<0.01","240","1","120","<1","<2","2","0.56","0.023","<0.5","0.1","6.9","0.8","3.3","15","<1","<0.02","7.4","<1","0.38","1","0.14","4100","720","8.5","<2","28","10","3500"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-09-17","1","0.6","110","0.15","<0.05","<1","<1","16","<1","510","<0.1","5","2500","5.3","1","6703","3","<0.01","105","8.1","7200","null","0.3","<0.01","430","2","120","<1","2","1","0.5","0.029","<0.5","0.15","7.2","2.5","3.5","15","<1","<0.02","12","<1","0.33","1","0.2","5000","710","9.9","<2","27.6","20","2600"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-10-08","1","0.4","90","0.27","<0.05","<1","<1","10","<1","100","<0.1","5","370","2.6","<1","1402","1","<0.01","119","9.2","3300","0.06","0.2","<0.01","460","2","80","<1","<2","<1","0.31","0.009","<0.5","0.38","7.2","1.6","0.7","20","<1","<0.02","4.8","<1","0.45","1","0.45","800","220","5.6","<2","28.4","20","570"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-11-07","1","0.8","100","0.46","<0.5","<1","<1","20","<1","90","<0.1","5","210","2.5","<1","902","2","<0.01","114","9.4","740","0.054","0.3","<0.01","770","2","90","<1","<2","<1","0.22","0.025","1.6","0.7","7","1.1","0.4","18","<1","<0.02","5","<1","0.75","2","0.78","500","91","9.5","<2","25.3","30","90"
"Deep Bay","Ngau Hom Sha Stream","DB6","2012-12-06","1","0.3","<50","0.21","<0.05","<1","<1","9","<1","<50","<0.1","4","57","<0.2","<1","217","3","<0.01","96","9.2","420","0.063","0.2","<0.01","310","<1","80","<1","<2","7","0.53","0.007","<0.5","0.21","7","0.6","0.1","18","<1","<0.02","1.6","<1","0.24","1","0.24","170","11","4.5","<2","17.5","20","260"
"Deep Bay","Tsang Kok Stream","DB8","2012-01-27","1","1.1","120","0.041","<0.05","<1","<1","16","<1","<50","<0.1","3","<10","41","<1","49","<1","<0.01","95","10","110","null","0.2","<0.01","60","<1","10","<1","<2","<1","0.79","0.005","<0.5","0.007","8.3","8.8","0","23","<1","<0.02","12","<1","0.2","<1","<0.02","78","37","2.2","<2","12.9","20","45"
"Deep Bay","Tsang Kok Stream","DB8","2012-02-16","1","0.9","150","0.051","<0.05","<1","<1","15","<1","<50","<0.1","8","<10","11","<1","56","1","<0.01","73","6.8","730","null","0.3","<0.01","90","<1","20","<1","<2","<1","0.69","0.007","0.6","0.005","7.2","3.2","0","24","<1","<0.02","8.7","<1","0.34","2","<0.02","88","51","2.4","<2","19.1","20","80"
"Deep Bay","Tsang Kok Stream","DB8","2012-03-22","1","1.4","120","0.027","<0.05","<1","<1","10","<1","<50","<0.1","4","<10","15","<1","56","3","<0.01","102","8.9","880","null","0.3","<0.01","160","1","40","<1","<2","<1","0.13","0.007","<0.5","0.007","7.5","6.7","0","23","<1","<0.02","18","<1","0.46","1","0.04","86","48","3.1","<2","22.1","10","38"
"Deep Bay","Tsang Kok Stream","DB8","2012-04-23","1","0.6","170","0.025","<0.05","<1","<1","14","<1","<50","<0.1","3","<10","0.6","<1","79","<1","<0.01","88","7.3","1400","null","0.3","<0.01","100","<1","50","<1","<2","<1","1.4","0.008","<0.5","0.007","8","<0.2","0","19","<1","<0.02","4.5","<1","0.14","1","<0.02","88","28","5.2","<2","25","20","91"
"Deep Bay","Tsang Kok Stream","DB8","2012-05-24","1","0.4","70","0.034","<0.05","<1","<1","15","<1","<50","<0.1","5","<10","0.6","<1","111","<1","<0.01","98","7.9","900","null","0.3","<0.01","130","<1","60","<1","<2","<1","2.6","0.007","<0.5","0.007","7.3","0.8","0.1","23","<1","<0.02","2.8","<1","0.12","1","<0.02","100","36","4.2","<2","26.8","10","64"
"Deep Bay","Tsang Kok Stream","DB8","2012-06-25","1","0.2","<50","0.032","<0.05","<1","<1","12","<1","<50","<0.1","3","<10","0.7","<1","121","<1","<0.01","99","7.8","5000","null","0.3","<0.01","110","1","90","<1","<2","<1","2.9","0.005","<0.5","0.005","7.2","0.3","0.1","22","<1","<0.02","5.3","<1","0.18","1","<0.02","100","38","6.4","<2","27.9","10","220"
"Deep Bay","Tsang Kok Stream","DB8","2012-07-13","1","0.5","50","0.078","<0.05","<1","<1","10","<1","<50","<0.1","3","<10","0.4","<1","98","<1","<0.01","105","8","4400","null","0.3","<0.01","240","<1","60","<1","<2","<1","0.96","0.014","0.6","0.005","8.1","<0.2","0","24","<1","<0.02","4.4","<1","0.25","1","<0.02","100","37","4.6","<2","29.9","10","44"
"Deep Bay","Tsang Kok Stream","DB8","2012-08-03","1","<0.1","80","0.042","<0.05","<1","<1","15","<1","<50","<0.1","<2","<10","0.5","<1","101","<1","<0.01","100","7.9","5400","null","0.3","<0.01","120","1","90","<1","<2","<1","1.8","0.012","<0.5","0.006","7.4","<0.2","0","23","<1","<0.02","14","<1","0.05","<1","<0.02","110","26","4.3","<2","27.5","30","1200"
"Deep Bay","Tsang Kok Stream","DB8","2012-09-17","1","0.3","140","0.035","<0.05","<1","<1","12","<1","<50","<0.1","<2","<10","1","<1","94","<1","<0.01","107","8.7","2500","null","0.3","<0.01","140","<1","40","<1","<2","<1","0.98","0.003","<0.5","0.005","7.9","0.6","0","25","<1","<0.02","2.7","<1","0.06","<1","<0.02","85","41","4.2","<2","26.3","<10","230"
"Deep Bay","Tsang Kok Stream","DB8","2012-10-08","1","0.5","170","0.023","<0.05","<1","<1","12","<1","<50","<0.1","2","<10","2.4","<1","103","<1","<0.01","101","8.1","2700","null","0.3","<0.01","140","<1","40","<1","<2","<1","1.4","0.005","<0.5","0.006","7.4","0.3","0.1","24","<1","<0.02","2.1","<1","0.1","<1","<0.02","88","29","2.4","<2","26.3","10","420"
"Deep Bay","Tsang Kok Stream","DB8","2012-11-07","1","<0.1","100","0.045","<0.5","<1","<1","11","<1","<50","<0.1","2","<10","0.4","<1","106","<1","<0.01","98","8.4","5300","null","0.4","<0.01","150","1","70","<1","<2","<1","0.98","0.027","1.2","0.005","7.8","0.2","0.1","24","<1","<0.02","2.9","<1","0.14","<1","<0.02","120","44","10.5","<2","22.8","10","110"
"Deep Bay","Tsang Kok Stream","DB8","2012-12-06","1","0.8","350","0.037","<0.05","<1","<1","31","<1","<50","<0.1","2","10","0.5","<1","179","2","<0.01","99","9.7","1100","null","0.3","<0.01","480","10","120","<1","2","<1","8.1","0.014","<0.5","0.005","7.5","<0.2","0.1","22","<1","<0.02","36","<1","0.13","<1","<0.02","200","46","11.3","<2","16.4","40","290"
"Deep Bay","Fairview Park Nullah","FVR1","2012-01-05","1","4.7","260","6.6","<0.05","<1","6","28","<1","1400","<0.1","22","6500","4.3","3","15542","3","<0.01","48","4.5","92000","null","0.7","<0.01","450","2","320","<1","5","7","0.71","0.23","<0.5","0.77","7.3","4.7","11.7","6.3","<1","<0.02","17","<1","7.8","4","0.94","14000","2100","19.9","3","14.4","20","30000"
"Deep Bay","Fairview Park Nullah","FVR1","2012-02-02","1","2.7","250","5.9","0.28","<1","6","22","<1","760","<0.1","12","3800","2.5","1","10682","3","<0.01","42","3.8","8400","null","0.6","<0.01","390","3","240","<1","3","5","1.3","0.24","<0.5","0.66","7.3","4","6.9","9.9","<1","<0.02","22","<1","7.2","4","0.78","8500","1600","18.9","3","19","20","2800"
"Deep Bay","Fairview Park Nullah","FVR1","2012-03-16","1","7.8","220","5.1","0.06","<1","6","25","<1","770","<0.1","25","3900","3.6","2","10975","3","<0.01","44","3.8","96000","null","0.6","<0.01","310","2","280","<1","3","6","1.3","0.32","0.7","0.58","7.3","1.9","6.8","10","<1","<0.02","16","<1","6.3","5","0.74","8200","1300","16.7","2","20.9","30","40000"
"Deep Bay","Fairview Park Nullah","FVR1","2012-04-11","1","3.6","180","5.7","0.17","<1","9","24","<1","570","<0.1","39","2100","23","1","10081","2","<0.01","69","5.2","36000","null","0.5","<0.01","370","2","340","<1","3","5","0.99","0.19","<0.5","0.79","7.7","8.8","5.4","10","<1","<0.02","25","<1","7.3","7","0.99","6000","860","17.8","3","27.8","20","17000"
"Deep Bay","Fairview Park Nullah","FVR1","2012-05-10","1","8","250","4.9","0.12","<1","9","20","<1","420","<0.1","19","1400","18","1","5560","2","<0.01","113","8.1","22000","null","0.5","<0.01","540","2","330","<1","3","4","0.95","0.21","<0.5","0.44","7.8","5.9","2.6","12","<1","<0.02","26","<1","6.8","7","0.59","3100","530","18.7","4","32.4","20","7100"
"Deep Bay","Fairview Park Nullah","FVR1","2012-06-04","1","3.5","200","3.1","0.17","<1","6","33","<1","750","<0.1","15","3900","25","1","13050","2","<0.01","71","5.3","25000","null","0.5","<0.01","310","1","350","<1","4","5","0.9","0.35","<0.5","0.51","7.4","10","6.9","10","<1","<0.02","11","<1","4.3","5","0.66","8500","1300","10.6","3","28.7","30","6400"
"Deep Bay","Fairview Park Nullah","FVR1","2012-07-19","1","4.7","250","4.8","0.21","<1","7","15","<1","230","<0.1","25","750","26","<1","3179","4","<0.01","80","5.8","43000","null","0.4","<0.01","490","2","230","<1","3","7","0.69","0.34","<0.5","0.6","7.7","13","1.4","13","<1","<0.02","26","<1","6.6","7","0.78","1700","230","23.6","4","32.4","30","20000"
"Deep Bay","Fairview Park Nullah","FVR1","2012-08-01","1","5.5","110","2.3","<0.05","<1","8","23","<1","120","<0.1","12","510","18","<1","2179","3","<0.01","92","6.7","190000","null","0.3","<0.01","300","3","200","<1","<2","3","1.2","0.11","<0.5","0.2","7.6","6.9","1","7.6","<1","<0.02","14","<1","3.3","5","0.34","1200","230","58.8","2","31.5","120","23000"
"Deep Bay","Fairview Park Nullah","FVR1","2012-09-12","1","13","230","3.5","<0.05","<1","12","29","<1","540","<0.1","33","2600","99","1","9593","3","<0.01","165","11.7","23000","null","0.6","<0.01","330","3","300","<1","3","5","1","0.34","<0.5","0.57","8.5","25","4.7","13","<1","<0.02","31","<1","5.2","11","0.78","5400","930","19.4","4","31.9","30","5000"
"Deep Bay","Fairview Park Nullah","FVR1","2012-10-05","1","5.1","150","3","0.15","<1","10","43","<1","1100","<0.1","21","5100","12","1","18645","2","<0.01","68","4.9","17000","null","0.6","<0.01","200","1","350","<1","6","6","0.96","0.32","<0.5","0.55","7.4","4.8","10","12","<1","<0.02","30","<1","3.8","4","0.65","10000","1800","15.2","3","29.5","10","4300"
"Deep Bay","Fairview Park Nullah","FVR1","2012-11-05","1","14","470","2.5","0.12","<1","20","38","<1","550","<0.1","54","2500","50","2","8517","7","<0.01","92","7.1","640000","null","0.6","<0.01","750","7","270","<1","3","4","0.35","0.17","<0.5","0.58","7.7","19","4.5","12","<1","<0.02","56","<1","5.4","17","1.1","5100","920","48.6","4","27","70","330000"
"Deep Bay","Fairview Park Nullah","FVR1","2012-12-05","1","4.8","270","2.6","0.28","<1","14","20","<1","260","<0.1","22","1200","7.9","1","3779","5","<0.01","71","6.5","55000","null","0.4","<0.01","530","4","200","<1","4","3","0.63","0.11","<0.5","0.43","7.5","6.5","2.3","8.4","<1","0.02","29","<1","3.3","4","0.63","2600","340","35.5","2","18.8","60","27000"
"Deep Bay","River Ganges","GR1","2012-01-11","1","15","100","35","0.1","<1","2","22","<1","<50","<0.1","36","26","2.1","<1","489","2","<0.01","83","7.9","19000","0.015","0.2","<0.01","640","<1","110","<1","<2","3","0.16","0.049","0.9","3.5","7.6","2","0.3","19","<1","0.02","5.6","<1","45","11","4.2","260","61","10.8","<2","17.2","20","11000"
"Deep Bay","River Ganges","GR1","2012-02-09","1","15","<50","28","0.09","<1","1","24","<1","<50","<0.1","29","22","4.9","<1","444","4","<0.01","96","9.3","30000","0.004","0.2","<0.01","600","<1","130","<1","<2","4","0.19","0.14","<0.5","3.5","8","2.7","0.3","20","<1","0.04","3.6","<1","30","12","3.7","280","85","8.5","<2","16.7","30","29000"
"Deep Bay","River Ganges","GR1","2012-03-21","1","28","70","28","0.15","<1","2","15","<1","70","<0.1","40","29","3.3","1","576","8","<0.01","168","14.3","39000","0.002","0.2","<0.01","550","2","70","<1","<2","5","1.7","4.5","<0.5","3.8","8.6","8.4","0.3","12","<1","<0.02","6.7","<1","32","11","4.3","280","67","11.9","<2","23","30","32000"
"Deep Bay","River Ganges","GR1","2012-04-19","1","31","2500","2.8","0.05","2","6","130","<1","<50","1.4","31","<10","18","5","180","67","<0.01","61","5.3","460000","0.18","<0.2","<0.01","9500","100","700","<1","<2","15","1.4","0.18","<0.5","0.51","7.3","40","0.1","6.5","<1","<0.02","960","<1","4.4","14","0.88","1100","200","416.4","11","22.2","750","230000"
"Deep Bay","River Ganges","GR1","2012-05-23","1","6.7","50","0.75","<0.05","<1","1","14","<1","50","<0.1","11","12","2.5","<1","324","2","<0.01","147","11","9000","0.002","<0.2","<0.01","410","<1","40","<1","2","2","2.2","0.95","0.8","0.71","8.3","1.4","0.1","17","<1","<0.02","3.8","<1","1.5","5","0.82","230","77","2.4","<2","30.5","20","2100"
"Deep Bay","River Ganges","GR1","2012-06-21","1","2.2","60","1","<0.05","<1","2","14","<1","<50","<0.1","16","<10","1.2","<1","251","3","<0.01","87","7","46000","0.043","<0.2","<0.01","650","2","60","<1","2","2","1.7","0.42","<0.5","0.61","7.3","1.5","0.1","16","<1","<0.02","17","<1","1.6","5","0.8","200","63","14.1","<2","27","40","12000"
"Deep Bay","River Ganges","GR1","2012-07-26","1","7.5","850","0.22","<0.05","<1","2","25","<1","<50","0.3","15","<10","<0.2","1","90","15","<0.01","88","7.3","160000","9.5","<0.2","<0.01","1500","26","110","<1","<2","3","0.54","0.022","<0.5","0.4","7.2","1","0","6.1","<1","<0.02","450","<1","1","3","0.87","520","74","328.4","4","25.2","100","63000"
"Deep Bay","River Ganges","GR1","2012-08-13","1","2.3","130","1.2","0.05","<1","2","19","<1","<50","<0.1","13","11","1.7","<1","222","36","<0.01","92","7.3","40000","0.065","<0.2","<0.01","810","4","100","<1","<2","1","1.2","0.16","<0.5","0.68","7.4","1.3","0.1","16","<1","<0.02","15","<1","1.9","4","0.89","150","47","10.2","<2","27.6","30","16000"
"Deep Bay","River Ganges","GR1","2012-09-19","1","6.7","150","4.5","0.52","<1","2","14","<1","70","<0.1","12","17","11","<1","316","2","<0.01","99","7.8","12000","0.027","<0.2","<0.01","670","<1","60","<1","<2","2","1.3","0.78","<0.5","0.96","7.7","3.2","0.1","17","<1","<0.02","5.2","<1","5.3","4","1.1","160","47","7.8","<2","27.4","20","2500"
"Deep Bay","River Ganges","GR1","2012-10-03","1","19","50","11","0.1","<1","2","160","<1","<50","46","36","19","4.3","<1","415","3","<0.01","67","5.2","200000","0.023","0.2","<0.01","1000","<1","230","<1","<2","3","0.11","0.28","<0.5","2.4","7.2","3.4","0.2","18","<1","<0.02","10","<1","12","10","3","210","52","11.3","<2","28.8","40","190000"
"Deep Bay","River Ganges","GR1","2012-11-01","1","3","<50","4.2","0.05","<1","2","26","<1","<50","0.9","19","17","1.6","<1","312","3","<0.01","78","6.7","8000","0.002","0.2","<0.01","310","<1","20","<1","3","2","2.5","0.45","<0.5","1.3","7.2","2.4","0.2","16","<1","<0.02","2.3","<1","5.6","7","1.4","240","110","4","<2","23","30","5900"
"Deep Bay","River Ganges","GR1","2012-12-07","1","1.5","140","0.68","<0.05","<1","1","22","<1","<50","0.6","9","16","0.6","<1","263","2","<0.01","82","7.5","7600","0.04","0.2","<0.01","310","<1","30","<1","2","1","3","0.083","<0.5","0.33","7.3","0.3","0.1","15","<1","<0.02","3.4","<1","1.1","4","0.39","200","32","5.3","<2","20.1","30","1500"
"Deep Bay","River Ganges","GR2","2012-01-11","1","1.3","70","0.59","0.08","<1","2","15","<1","<50","<0.1","11","21","2.4","<1","308","2","<0.01","59","5.7","4100","0.007","0.3","<0.01","770","1","90","<1","<2","2","1.1","0.075","<0.5","0.73","7.4","0.7","0.2","18","<1","<0.02","7","<1","1.3","4","0.95","270","75","5.2","<2","17.1","20","2800"
"Deep Bay","River Ganges","GR2","2012-02-09","1","1.8","90","4.6","<0.05","<1","2","21","<1","<50","<0.1","11","24","","<1","339","2","<0.01","71","7","30000","0.016","0.3","<0.01","710","2","80","<1","2","2","1.5","0.15","0.6","0.88","7.5","","0.2","20","<1","<0.02","8.1","<1","5.2","4","1","270","73","7.7","<2","16","30","18000"
